-3.427722641878672150e-01,-2.201453421395955790e+00
-3.266632479117945742e-01,-2.144574672569328655e+00
1.516653697977821125e+00,-2.056639331376386437e+00
-1.556079504892367904e+00,-2.050954865809337502e+00
1.620139565959841654e+00,-1.969479228078170774e+00
1.835418646879755755e+00,-1.956835026092629048e+00
-1.723549021676953341e+00,-1.876119916023311518e+00
-2.770747523064018836e-01,-1.896495821917808300e+00
2.102282680867077147e+00,-1.907409565708264587e+00
-1.031373046966731932e+00,-1.883041810176125486e+00
1.432070092846270626e+00,-1.855726089367254028e+00
7.307900782778853355e-02,-1.837787407045009980e+00
-6.656685459882583089e-01,-1.832895039138943361e+00
-2.108917078277886326e+00,-1.818217935420743725e+00
-1.422762479452054807e+00,-1.785194452054794656e+00
1.868251043152335811e-02,-1.754948838601612326e+00
-8.793019445531640166e-01,-1.716565402261361450e+00
1.001650436399216915e+00,-1.666065293542074777e+00
-1.757704364051473789e+00,-1.623264487042638038e+00
-2.498172739726030045e-01,-1.639995961699748594e+00
9.006639639051927659e-02,-1.535140092411394042e+00
-1.962146041095890414e+00,-1.551933339390551003e+00
1.127873528375733958e+00,-1.521740440313111842e+00
-1.432723729071536667e-01,-1.307780883887801782e+00
1.271346747191418380e+00,-1.272628314488657431e+00
2.010456698630136430e+00,-1.270272729941291701e+00
-6.545791787345076607e-01,-1.220044419439008543e+00
8.736483015477669589e-01,-1.175538696851094356e+00
-1.833721383561643936e+00,-1.146740440313111842e+00
-1.073280040477907260e+00,-1.117064366567102951e+00
-2.588690999382016855e+00,-1.061896481100010670e+00
1.227677833659490680e+00,-1.108824589041096154e+00
1.440703889328389664e-01,-1.066562857767415107e+00
1.589713058708414728e+00,-1.099039853228963137e+00
2.089125974559686405e+00,-1.055987015655577510e+00
-5.097509079383986119e-01,-1.038629745171445906e+00
7.066406516634047286e-01,-1.024023545335942753e+00
1.316555850619699264e+00,-1.011792625570776538e+00
1.721806992172211004e+00,-1.015869598825831943e+00
1.990402547614449347e-01,-9.683929581599186598e-01
5.602190693318420678e-01,-9.767306555772996557e-01
1.780988862003661133e+00,-9.513219061296638301e-01
-2.803368868620087717e+00,-9.141876820754220034e-01
-4.254275324956227067e-01,-8.817157209805337459e-01
1.592431040878451221e+00,-8.435495292454884275e-01
1.777402082013876061e+00,-8.366310291763034979e-01
-2.336352522886735894e+00,-8.152825146771038867e-01
-8.715362812102009915e-01,-7.857729939738455904e-01
7.592336066536202743e-01,-7.944899510763212547e-01
-3.377875874533842193e-01,-7.043273029206515989e-01
6.503784207436398290e-01,-7.370046281800393118e-01
1.347890302208554658e+00,-6.538343737769083397e-01
-3.065107632096442103e-04,-6.342649021526420849e-01
-9.499694809741248136e-01,-5.869720123939989875e-01
5.783271843088413355e-01,-5.564317763743107381e-01
-2.094239974559687134e+00,-5.196437112105118938e-01
1.892150347447073777e+00,-5.252985260629785547e-01
1.992844174168297400e+00,-5.188050195694717814e-01
1.245468262408823357e+00,-4.995024043764457744e-01
1.765838303326810355e+00,-5.056244048578337758e-01
9.615330195694715698e-01,-4.238930821917810121e-01
-1.821898161121983106e+00,-3.994312426614483602e-01
-1.971930776908023653e+00,-3.896465068493153439e-01
2.347846417756720427e-01,-3.492200983623445776e-01
1.332557970645792622e+00,-3.278803620352253034e-01
1.868464253356391325e+00,-2.563010374095484600e-01
-1.138094461839536109e-01,-2.766328082191782389e-01
9.678387382039574938e-01,-2.662501163296371320e-01
-1.223398487279843572e+00,-2.526602054794524488e-01
-2.343051828068213549e+00,-1.338455563321221398e-01
2.070670457474032666e+00,-1.055128323046816696e-01
-2.741663327462491750e+00,-1.020839932594044264e-01
1.429895707110241609e+00,-1.042583789954343310e-01
-2.452386394349942211e+00,-5.734182522956521311e-02
-2.221441540117417013e+00,-7.653496086105704421e-02
3.133080169602076026e-02,-6.511943574690182146e-02
-1.449808188426056077e-01,-3.017395070356920783e-02
-2.219298602108974450e+00,8.006124492568433837e-02
-1.817688840064048961e-01,6.890179416473918295e-02
2.394195166340509218e-01,3.598950097847319896e-02
-8.235289504240053127e-01,7.154070776255672115e-02
1.228513115984917192e+00,1.086590632905348741e-01
-2.553423648029074844e+00,1.022461406206316425e-01
9.010455618217396712e-01,1.503819578366836218e-01
2.120045739726027278e+00,1.932791291585123084e-01
-1.788466980430528430e+00,2.488075048923676924e-01
-4.080289253349391743e-01,3.039407278338095431e-01
-3.183104246575343410e-01,2.834035350852666113e-01
1.190495837573385174e+00,3.148544716242658303e-01
-1.275080763209395229e-01,3.664961328549680708e-01
1.068969418786692049e+00,3.898055479452051664e-01
-8.527075343971097787e-01,4.725392525967184731e-01
1.462511493150684849e+00,4.714102446183949802e-01
1.178962340467168524e+00,5.268917785318727454e-01
-8.662556301369863654e-01,5.468342498369205273e-01
-7.655014215120652388e-01,6.443198515787456060e-01
-2.064885767123287863e+00,6.083965459882580973e-01
2.359660804650625110e-01,6.443698394152179709e-01
5.289752171486554744e-01,6.401063379720226543e-01
-1.393895412356727093e-01,6.328583855185905271e-01
1.452726757338552055e+00,6.230736497064577328e-01
-2.216549172211350616e+00,6.426431213307237655e-01
-1.375061892367906102e+00,6.622125929549897982e-01
-2.017831163494037128e-01,6.977934504536555949e-01
-9.281497729486190007e-01,7.359394395394343036e-01
-1.267429798434442478e+00,7.130932191780816609e-01
4.412296927592951334e-01,7.315793807660049275e-01
-2.673044731446635680e+00,7.634469750112899966e-01
-7.145922250489236127e-01,7.698446868884536443e-01
1.473414484484203868e+00,8.274348462398655180e-01
-2.563907293542074584e+00,8.187683659491189481e-01
1.070271214073002408e+00,8.289785250574319697e-01
-2.084455238747553896e+00,8.676920450097842519e-01
2.087693655785485269e+00,8.824732416621556830e-01
-6.695416705805610214e-01,9.021424690150028347e-01
-7.243769608610568511e-01,8.823691487279838874e-01
1.686255785388127926e+00,9.430345107632089885e-01
4.253294970645788986e-01,9.361851956947160325e-01
1.429656325194347488e+00,1.005576028564246549e+00
1.583191101911785026e-01,1.012581402227908711e+00
-1.648144973670165436e+00,1.023358296566446946e+00
1.552006028017755668e+00,1.066489238461171052e+00
1.768871571428570988e+00,1.096654863013697856e+00
-2.345435400219559874e-01,1.097036706362464198e+00
7.041944677103715300e-01,1.102525704500977977e+00
8.579927242483540439e-01,1.150737766411670027e+00
-2.490521774951076406e+00,1.139707700587083927e+00
2.702414344422696679e-01,1.158298698630136681e+00
5.048304755381600728e-01,1.201596154598825628e+00
6.512292673359989514e-01,1.227600153577809827e+00
8.020418258317021376e-01,1.219942534246575061e+00
1.786180254094139386e+00,1.267063761973426406e+00
7.863525080639712783e-01,1.343601350630946101e+00
1.775818733855185627e+00,1.365930792563600615e+00
-9.200716771037182884e-01,1.364616842325971025e+00
-1.021266444844989296e+00,1.417182208775362273e+00
2.492042524461837161e-01,1.424392014110618554e+00
-1.207882691920603824e+00,1.457012704780542123e+00
1.977794695643186884e-02,1.466363380883715539e+00
1.814761982387475214e+00,1.472388718199608260e+00
1.401545062321240209e+00,1.514989952581664134e+00
-2.817223231789519389e+00,1.524628335507718813e+00
4.507698101761254961e-01,1.550436375618740037e+00
